,Unnamed: 0,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
5825,5825,2471,53074,61,5,86,0,1,268
5826,5826,2507,97673,63,21,49,0,1,178
5827,5827,7025,24726,92,18,75,1,5,150
5828,5828,6062,87495,84,1,94,0,5,604
5829,5829,6560,16185,93,2,88,0,3,41
5830,5830,2822,85132,77,33,86,0,1,138
5831,5831,36946,75425,116,25,88,1,2,663
5832,5832,40688,37455,114,13,57,0,2,547
5833,5833,2896,33746,74,1,6,1,1,355
5834,5834,5304,10991,74,18,29,0,8,532
5835,5835,2867,91810,71,27,43,0,1,165
5836,5836,2580,46900,66,13,59,0,1,316
5837,5837,3979,96413,99,3,78,0,1,560
5838,5838,4623,47803,133,18,2,0,1,957
5839,5839,2242,32998,67,15,75,3,1,618
5840,5840,42389,82554,132,6,15,0,2,154
5841,5841,5692,86073,70,2,96,0,3,291
5842,5842,5528,36088,72,16,31,0,9,345
5843,5843,8146,92777,68,21,83,2,2,158
5844,5844,6785,50456,197,6,22,0,1,1439
5845,5845,7055,46828,108,25,82,1,4,777
5846,5846,15374,42570,128,5,52,0,2,587
5847,5847,6121,26787,77,7,50,0,5,369
5848,5848,8278,16924,226,23,69,0,1,1084
5849,5849,22563,23046,65,18,7,3,2,1
5850,5850,3109,77485,77,0,87,0,1,355
5851,5851,2805,50180,77,30,93,3,1,360
5852,5852,2433,23737,62,10,65,1,1,437
5853,5853,3969,49544,101,3,29,0,1,0
5854,5854,4882,19715,66,25,11,4,5,475
5855,5855,8503,87771,74,8,9,4,2,355
5856,5856,2685,20608,73,10,24,0,1,350
5857,5857,8641,78904,109,10,38,0,9,250
5858,5858,9460,46928,133,23,32,0,6,1443
5859,5859,4863,81161,70,0,35,0,5,646
5860,5860,10925,98542,90,1,93,0,2,432
5861,5861,9853,44006,130,18,26,0,4,494
5862,5862,5597,37995,139,16,50,0,1,667
5863,5863,3102,31841,78,22,11,0,1,126
5864,5864,2713,13743,74,35,77,0,1,299
5865,5865,2290,49362,64,30,85,0,1,482
5866,5866,7582,64801,64,23,19,0,2,268
5867,5867,8317,64367,104,2,14,0,9,96
5868,5868,8586,78631,83,0,13,0,2,483
5869,5869,9486,25322,126,23,52,0,3,886
5870,5870,3589,30944,92,15,46,0,1,348
5871,5871,2393,75085,70,24,10,0,1,425
5872,5872,8653,20588,113,6,86,0,7,586
5873,5873,5389,66429,136,35,93,0,1,57
5874,5874,3265,25820,82,10,69,0,1,393
5875,5875,5947,67760,74,19,19,0,3,465
5876,5876,13752,46090,131,31,49,1,2,628
5877,5877,9766,75651,81,23,60,0,2,375
5878,5878,21920,60180,183,14,70,0,2,988
5879,5879,4992,24368,68,34,54,1,3,326
5880,5880,2499,33339,72,15,47,0,1,345
5881,5881,4194,25581,105,9,21,0,1,429
5882,5882,17006,58620,71,11,51,0,2,340
5883,5883,7553,38008,68,12,40,4,2,321
5884,5884,4670,69921,118,28,22,2,1,373
5885,5885,24967,66825,69,11,47,0,2,70
5886,5886,6974,26514,91,6,58,0,3,655
5887,5887,12255,75223,177,0,6,0,7,1274
5888,5888,5714,32819,79,3,66,0,9,50
5889,5889,4760,11546,68,9,1,0,6,489
5890,5890,3677,32314,92,0,80,0,1,662
5891,5891,7955,94570,74,17,27,0,2,355
5892,5892,9501,46855,119,13,94,0,9,472
5893,5893,7247,23541,62,23,38,0,2,98
5894,5894,4528,70340,113,5,56,0,1,542
5895,5895,4762,95425,65,10,11,0,3,366
5896,5896,6503,22081,84,1,9,0,6,451
5897,5897,9028,65974,113,3,43,0,3,235
5898,5898,20940,38515,67,11,6,0,2,482
5899,5899,23536,33747,199,29,95,0,2,832
5900,5900,8838,82664,114,24,10,3,9,133
5901,5901,14455,21993,78,2,63,0,2,561
5902,5902,4162,52936,67,26,88,3,3,321
5903,5903,3309,85632,82,24,4,0,1,7
5904,5904,3478,29938,90,8,35,0,1,562
5905,5905,12786,14705,180,14,70,0,4,1296
5906,5906,7609,16233,197,17,68,0,1,1418
5907,5907,25082,73940,100,27,58,0,2,1000
5908,5908,7948,63892,66,2,80,0,2,90
5909,5909,8459,92717,70,24,19,0,2,224
5910,5910,13736,16181,181,22,79,0,8,1261
5911,5911,7423,76973,107,27,27,0,9,513
5912,5912,4644,62523,64,11,71,0,6,307
5913,5913,2372,19030,62,7,22,0,1,355
5914,5914,4887,70742,124,3,64,1,1,211
5915,5915,18196,57177,92,14,51,0,2,441
5916,5916,52811,52236,182,8,70,0,2,873
5917,5917,2675,55479,68,5,7,1,1,117
5918,5918,2322,11103,63,8,87,0,1,453
5919,5919,12731,40870,105,3,56,0,2,504
5920,5920,4515,21500,115,14,44,0,1,39
5921,5921,3588,25617,106,20,51,0,1,763
5922,5922,30286,27587,103,14,34,1,2,241
5923,5923,13736,16181,181,22,79,0,8,1261
5924,5924,4876,91846,66,15,56,0,3,316
5925,5925,10536,92983,87,9,77,1,2,153
5926,5926,9816,37256,62,15,7,0,2,128
5927,5927,4112,81661,71,16,90,3,9,569
5928,5928,4110,31842,108,7,31,0,1,406
5929,5929,6532,24919,84,21,2,1,5,420
5930,5930,7431,27688,92,8,86,0,9,572
5931,5931,4912,55407,66,23,38,0,4,668
5932,5932,11885,16077,105,33,20,0,2,756
5933,5933,6782,26116,85,6,58,0,3,612
5934,5934,5980,22946,76,18,72,0,8,377
5935,5935,9045,52572,113,30,22,0,3,441
5936,5936,4867,20123,63,7,47,0,3,302
5937,5937,9470,46530,80,12,46,1,2,118
5938,5938,2623,80210,65,30,28,0,1,20
5939,5939,15950,85371,87,10,55,1,2,46
5940,5940,2927,20852,73,8,6,0,1,383
5941,5941,7320,99722,61,6,48,0,2,292
5942,5942,2953,76474,74,4,79,2,1,355
5943,5943,2935,31338,82,11,35,0,1,590
5944,5944,8257,23815,73,4,47,0,2,424
5945,5945,13770,59207,116,23,21,0,2,556
5946,5946,14246,48115,207,13,68,0,6,1490
5947,5947,5678,95723,76,8,44,0,3,364
5948,5948,19231,99772,158,10,38,0,2,51
5949,5949,7296,24606,67,29,88,0,2,321
5950,5950,39365,99875,108,12,37,0,2,114
5951,5951,13352,12819,119,29,65,0,2,729
5952,5952,6847,22712,191,2,70,0,1,1317
5953,5953,4834,11698,65,4,38,0,3,468
5954,5954,10288,96337,127,19,12,0,3,609
5955,5955,2444,65245,66,27,51,0,1,316
5956,5956,2469,67723,71,10,20,0,1,484
5957,5957,4167,56901,104,29,82,0,1,499
5958,5958,2514,24744,65,1,0,0,1,312
5959,5959,5029,62271,63,30,52,0,3,25
5960,5960,6933,63572,70,19,66,1,2,504
5961,5961,5908,71401,73,15,82,0,3,287
5962,5962,9988,33157,124,28,58,0,3,286
5963,5963,10171,74243,84,34,2,0,2,71
5964,5964,8679,52717,109,5,60,0,8,60
5965,5965,4132,24765,63,4,55,1,3,453
5966,5966,2568,11167,73,0,99,3,1,350
5967,5967,8693,48893,110,9,26,0,3,787
5968,5968,29091,34226,244,29,22,0,2,494
5969,5969,5574,20075,71,0,28,0,3,371
5970,5970,16224,32184,136,14,91,1,2,266
5971,5971,3885,94212,105,3,92,0,1,504
5972,5972,16464,27760,104,13,71,0,2,302
5973,5973,7329,63400,108,26,94,0,4,518
5974,5974,10272,60145,132,8,28,0,3,580
5975,5975,7556,35257,98,16,2,1,8,470
5976,5976,2491,36631,62,30,77,0,1,67
5977,5977,7974,87824,109,5,64,0,4,523
5978,5978,13270,28727,113,6,42,0,2,350
5979,5979,4573,62312,127,22,53,0,1,914
5980,5980,2872,79681,73,4,93,1,1,9
5981,5981,6071,12201,84,14,63,0,4,604
5982,5982,6334,86121,63,1,21,0,2,302
5983,5983,12550,22234,160,0,92,0,3,768
5984,5984,9707,30430,86,6,77,0,2,425
5985,5985,16504,42148,104,4,29,0,2,366
5986,5986,5644,33137,74,16,8,0,4,472
5987,5987,17966,60891,70,15,44,0,2,504
5988,5988,7019,26806,63,32,19,0,2,302
5989,5989,15797,35754,199,21,54,0,3,612
5990,5990,9816,37256,62,19,7,0,2,128
5991,5991,5871,33967,76,0,60,0,8,364
5992,5992,14050,17302,73,8,71,1,2,350
5993,5993,3387,23156,88,9,6,2,1,422
5994,5994,3732,75774,92,30,55,1,1,441
5995,5995,5229,77357,67,24,38,0,8,29
5996,5996,4861,36305,61,19,61,0,9,292
5997,5997,3890,43578,98,5,46,0,1,105
5998,5998,5204,29406,68,14,79,0,6,326
5999,5999,2616,72302,66,6,27,0,1,316
6000,6000,29297,55247,115,22,65,0,2,1251
6001,6001,9388,75264,78,24,92,0,2,343
6002,6002,6382,65788,87,14,67,0,3,417
6003,6003,4436,77609,111,26,75,0,1,62
6004,6004,5934,87747,147,3,87,1,1,46
6005,6005,7796,32169,199,0,74,0,1,785
6006,6006,8375,17780,109,12,18,0,9,132
6007,6007,20216,46270,183,6,16,0,2,878
6008,6008,17349,98304,92,3,7,0,2,441
6009,6009,6361,46881,88,28,23,0,4,110
6010,6010,5838,81082,73,5,85,0,4,281
6011,6011,6259,37813,78,4,26,1,5,39
6012,6012,8382,19683,117,17,41,1,9,561
6013,6013,3728,83632,94,7,86,4,1,216
6014,6014,5148,51071,65,17,94,0,3,312
6015,6015,2491,25965,65,23,27,0,1,329
6016,6016,2396,39062,61,2,20,0,1,346
6017,6017,6672,56830,83,6,27,0,9,319
6018,6018,7341,27649,63,31,63,0,2,302
6019,6019,2913,89672,72,7,92,0,1,309
6020,6020,3460,14262,90,27,9,0,1,290
6021,6021,6838,15871,89,20,19,0,4,427
6022,6022,2719,14030,72,11,3,0,1,345
6023,6023,9028,65974,113,27,43,4,3,235
6024,6024,4708,47829,117,23,37,1,1,561
6025,6025,9338,67768,132,17,34,0,3,950
6026,6026,5638,70492,70,29,82,0,7,328
6027,6027,8183,24345,106,23,21,0,3,637
6028,6028,6239,22437,91,25,63,0,3,655
6029,6029,9476,27148,254,23,55,0,1,1828
6030,6030,2778,66030,69,33,19,1,1,282
6031,6031,2774,64405,74,4,30,0,1,355
6032,6032,8474,58488,73,29,15,2,2,350
6033,6033,4061,70129,103,24,57,1,1,130
6034,6034,6950,21687,88,10,68,0,8,603
6035,6035,9199,37399,116,30,22,0,3,392
6036,6036,3460,25417,100,15,96,1,1,720
6037,6037,4855,24149,61,15,10,0,3,292
6038,6038,22448,21132,78,7,63,0,2,561
6039,6039,5623,31504,71,8,27,0,3,340
6040,6040,2784,20814,72,16,57,0,1,288
6041,6041,7762,23827,106,18,77,2,3,37
6042,6042,3269,26140,84,23,37,1,1,403
6043,6043,4913,48295,63,25,96,0,8,290
6044,6044,2050,56537,61,18,26,0,1,292
6045,6045,4369,26026,116,1,76,1,1,283
6046,6046,2562,92038,65,4,44,2,1,178
6047,6047,22951,62396,64,13,18,0,2,307
6048,6048,2585,21603,68,11,46,2,1,326
6049,6049,11389,58187,95,18,39,0,2,76
6050,6050,4055,44529,121,2,18,0,1,1215
6051,6051,4004,90259,107,6,65,0,1,513
6052,6052,2883,37741,74,3,59,0,1,355
6053,6053,5746,50798,72,21,59,0,7,64
6054,6054,2578,34946,65,30,63,0,1,420
6055,6055,6290,25200,95,11,23,0,5,684
6056,6056,2162,63400,66,18,95,2,1,316
6057,6057,5346,10511,139,33,64,0,1,516
6058,6058,4118,69379,103,14,79,0,1,494
6059,6059,7980,15630,115,8,60,1,3,656
6060,6060,6846,75957,95,13,20,0,5,456
6061,6061,2616,22000,69,27,36,0,1,383
6062,6062,4996,99761,63,0,73,0,3,452
6063,6063,3939,60021,99,12,28,0,1,882
6064,6064,7757,97033,111,32,13,0,3,607
6065,6065,6974,26514,91,16,58,0,3,655
6066,6066,5473,93870,69,2,96,0,8,331
6067,6067,13023,64985,108,23,94,0,2,16
6068,6068,5762,66156,72,11,66,0,6,345
6069,6069,2489,47888,64,23,16,1,1,545
6070,6070,4048,92801,100,24,23,0,1,407
6071,6071,15262,80757,128,9,14,0,2,339
6072,6072,4170,42837,106,15,39,0,1,290
6073,6073,7434,49057,63,16,52,0,2,29
6074,6074,2694,26744,68,16,61,0,1,326
6075,6075,3337,60607,83,3,82,0,1,379
6076,6076,3963,38096,99,3,28,0,1,475
6077,6077,4660,11460,67,11,87,0,3,482
6078,6078,5230,32630,66,26,40,0,3,202
6079,6079,5654,61519,83,0,12,0,7,597
6080,6080,5073,57709,125,10,26,0,1,600
6081,6081,6950,21687,88,22,68,2,8,603
6082,6082,10058,81247,92,30,81,0,2,640
6083,6083,5015,48567,130,12,15,0,1,624
6084,6084,8193,54950,103,25,75,0,7,480
6085,6085,6269,82634,89,25,39,1,7,942
6086,6086,2557,37491,73,30,8,0,1,525
6087,6087,8207,35349,102,18,2,0,4,489
6088,6088,3038,75180,77,15,30,3,1,154
6089,6089,8062,42124,101,3,78,0,6,484
6090,6090,6358,59085,94,19,98,2,4,17
6091,6091,2810,26790,71,4,41,0,1,340
6092,6092,7098,37511,185,14,93,2,1,579
6093,6093,4558,48570,62,13,21,0,8,446
6094,6094,2659,77866,87,4,4,3,1,420
6095,6095,5507,22317,71,3,38,0,3,340
6096,6096,2903,79944,77,15,89,0,1,491
6097,6097,9602,59792,94,12,3,0,2,676
6098,6098,7590,52823,95,7,15,0,5,125
6099,6099,3788,15060,106,27,89,0,1,763
6100,6100,14590,46244,62,8,3,0,2,255
6101,6101,9031,93124,122,7,47,0,9,650
6102,6102,8278,30342,110,20,66,0,7,1002
6103,6103,14014,54193,117,2,83,0,2,720
6104,6104,3443,16208,93,9,20,0,1,446
6105,6105,5380,77848,74,19,41,0,8,59
6106,6106,14195,86355,118,27,86,0,2,285
6107,6107,11714,21102,100,0,81,0,2,480
6108,6108,3239,16061,88,26,23,0,1,633
6109,6109,3141,43499,80,8,44,0,1,529
6110,6110,11513,59345,64,19,72,0,2,307
6111,6111,12097,27304,107,18,79,0,2,271
6112,6112,5156,14262,73,5,72,0,7,807
6113,6113,6186,88375,77,23,11,0,3,0
6114,6114,7091,11773,68,13,52,0,2,489
6115,6115,2893,30406,73,29,93,0,1,350
6116,6116,2530,50577,63,2,8,0,1,12
6117,6117,2538,18608,71,13,24,0,1,340
6118,6118,4551,90444,62,25,98,0,3,446
6119,6119,7516,91625,106,7,39,0,6,850
6120,6120,2470,18661,62,13,74,0,1,196
6121,6121,2472,63860,62,26,81,0,1,208
6122,6122,4100,47761,104,16,58,0,1,541
6123,6123,2691,82108,67,17,63,0,1,52
6124,6124,30718,90607,109,1,48,0,2,243
6125,6125,11093,78255,95,14,88,0,2,456
6126,6126,7371,74967,68,2,70,0,2,425
6127,6127,10097,68997,63,3,26,0,2,206
6128,6128,41143,63624,115,10,40,2,2,306
6129,6129,10507,76549,132,3,5,0,3,616
6130,6130,9985,36268,86,2,22,1,2,531
6131,6131,4836,70390,136,8,2,0,1,979
6132,6132,25464,13663,97,1,66,0,2,465
6133,6133,2866,87428,72,27,42,0,1,224
6134,6134,5267,40818,66,6,3,0,6,316
6135,6135,6837,90750,170,30,47,0,1,746
6136,6136,8066,17950,71,16,62,2,2,340
6137,6137,4429,20868,112,14,11,0,1,537
6138,6138,7692,92523,105,1,37,0,4,504
6139,6139,4118,69379,103,14,79,0,1,494
6140,6140,14536,25805,66,25,0,2,2,375
6141,6141,8166,67320,82,34,5,0,2,590
6142,6142,4372,23124,112,27,59,0,1,537
6143,6143,2551,79452,65,33,75,0,1,187
6144,6144,4637,97017,115,33,60,1,1,534
6145,6145,6997,56940,87,11,10,0,9,512
6146,6146,2521,41247,64,17,6,0,1,307
6147,6147,5417,54898,69,25,32,0,9,176
6148,6148,7564,48381,63,2,71,0,2,302
6149,6149,2485,76608,62,2,2,0,1,91
6150,6150,8779,54726,219,30,69,0,1,1051
6151,6151,7083,97024,177,0,68,0,1,686
6152,6152,8632,96200,107,9,45,0,3,513
6153,6153,4023,41833,103,4,43,0,1,643
6154,6154,3954,18375,103,8,50,0,1,535
6155,6155,2555,22881,65,20,10,0,1,312
6156,6156,5845,43145,73,12,0,0,6,516
6157,6157,5971,52018,78,21,37,0,7,374
6158,6158,29328,32006,94,28,7,0,2,56
6159,6159,2442,82661,74,15,9,3,1,532
6160,6160,6898,70950,171,6,12,0,1,565
6161,6161,4061,30061,104,4,22,0,1,499
6162,6162,6383,67881,79,6,70,0,4,391
6163,6163,12350,54710,103,13,46,0,2,294
6164,6164,7166,59253,89,17,70,0,3,67
6165,6165,9061,73876,112,19,71,0,8,419
6166,6166,4874,92783,61,1,47,0,6,6
6167,6167,9259,17109,62,7,45,0,2,297
6168,6168,16525,24414,104,34,80,0,2,499
6169,6169,25002,21927,71,32,40,0,2,128
6170,6170,7069,63867,89,21,4,1,3,432
6171,6171,2320,19581,61,32,27,0,1,377
6172,6172,5391,63633,68,16,21,1,8,374
6173,6173,6852,62396,69,7,45,1,2,406
6174,6174,4270,35209,122,27,2,0,1,725
6175,6175,15610,16198,119,3,52,5,2,439
6176,6176,4931,41209,68,6,93,0,8,480
6177,6177,5110,22565,132,0,20,0,1,633
6178,6178,2545,71868,65,6,61,0,1,312
6179,6179,2753,90136,73,29,82,0,1,298
6180,6180,2961,22608,77,5,10,0,1,369
6181,6181,2254,78494,65,3,95,1,1,768
6182,6182,3336,19447,89,15,6,0,1,640
6183,6183,10861,64744,139,5,34,0,5,41
6184,6184,7957,51125,67,25,67,0,2,430
6185,6185,3653,61132,107,32,43,0,1,770
6186,6186,2514,23504,69,21,56,0,1,374
6187,6187,3579,84598,89,8,7,2,1,639
6188,6188,7776,63568,65,19,5,0,2,390
6189,6189,4170,90310,104,8,39,0,1,166
6190,6190,17367,66245,145,22,58,0,2,181
6191,6191,4706,37100,72,0,86,0,7,345
6192,6192,14191,25575,117,3,41,0,2,561
6193,6193,2396,20730,66,6,71,2,1,433
6194,6194,5285,85753,66,23,14,1,8,316
6195,6195,5555,74015,72,12,61,0,6,471
6196,6196,9118,56446,114,2,8,0,3,547
6197,6197,7485,26380,96,29,70,0,4,177
6198,6198,7649,52705,64,14,8,1,2,128
6199,6199,11926,50234,101,12,1,0,2,484
6200,6200,2938,12301,80,2,49,1,1,384
6201,6201,2487,28738,62,2,95,0,1,81
6202,6202,5227,93087,131,14,25,3,1,628
6203,6203,6903,15921,92,9,12,1,4,571
6204,6204,4929,77412,70,25,21,0,6,837
6205,6205,9713,66321,136,7,34,0,3,979
6206,6206,8501,98003,107,4,46,0,7,449
6207,6207,4523,74935,112,15,62,0,1,192
6208,6208,14616,25358,126,1,13,0,2,750
6209,6209,4446,91681,61,32,42,0,3,616
6210,6210,6464,28739,89,33,98,0,3,640
6211,6211,2168,26288,63,1,56,0,1,453
6212,6212,12519,34179,107,15,26,0,2,770
6213,6213,4416,61953,113,5,63,0,1,497
6214,6214,7343,65417,68,16,57,0,2,479
6215,6215,10481,39102,88,11,98,0,2,152
6216,6216,4570,27538,63,10,6,4,3,285
6217,6217,6966,27972,90,13,7,0,8,240
6218,6218,5310,73102,66,35,46,0,4,117
6219,6219,9268,57052,115,7,56,1,4,483
6220,6220,2542,37072,64,1,1,0,1,307
6221,6221,4807,34969,69,4,69,0,9,496
6222,6222,4050,82758,101,16,37,0,1,179
6223,6223,4617,16764,61,13,79,0,7,292
6224,6224,10208,35482,129,2,59,0,3,619
6225,6225,5904,89953,74,3,42,0,3,274
6226,6226,5808,43282,72,3,3,0,3,166
6227,6227,7275,27984,62,7,51,1,2,445
6228,6228,6265,94297,84,18,25,1,4,481
6229,6229,26730,21275,240,3,58,0,2,1152
6230,6230,7123,21835,92,2,83,0,3,621
6231,6231,4121,14483,67,7,8,3,3,482
6232,6232,2746,40888,84,25,44,0,1,604
6233,6233,8595,34621,108,21,32,1,8,621
6234,6234,7426,19634,98,29,89,0,6,470
6235,6235,8658,62464,109,23,45,0,4,400
6236,6236,2794,39783,72,28,43,0,1,345
6237,6237,4835,68732,71,11,71,0,6,511
6238,6238,4386,10621,67,28,22,0,5,321
6239,6239,9002,61374,113,5,27,0,3,210
6240,6240,8365,27042,110,17,3,0,7,1263
6241,6241,31234,70164,88,34,3,0,2,375
6242,6242,5088,19478,71,31,52,0,4,511
6243,6243,7550,10081,100,20,48,0,6,480
6244,6244,14158,83235,70,16,33,0,2,336
6245,6245,3226,19948,89,5,84,0,1,427
6246,6246,21504,60228,112,23,28,1,2,286
6247,6247,2715,20848,71,9,76,0,1,350
6248,6248,7408,62810,187,14,22,1,1,32
6249,6249,5243,36615,65,14,7,0,5,264
6250,6250,4100,51193,104,31,21,2,1,97
6251,6251,10963,55687,276,33,91,0,1,1324
6252,6252,3157,46655,82,27,20,0,1,336
6253,6253,7281,47482,93,19,45,0,3,594
6254,6254,3135,55855,79,10,71,0,1,272
6255,6255,2357,40033,65,5,59,1,1,294
6256,6256,8966,41829,76,19,41,0,2,416
6257,6257,4209,26435,111,32,50,1,1,1012
6258,6258,4686,58089,118,31,83,0,1,566
6259,6259,10213,39719,131,1,57,0,3,628
6260,6260,4448,23006,113,17,60,0,1,792
6261,6261,7651,53330,65,8,57,0,2,224
6262,6262,2581,35795,65,25,53,0,1,312
6263,6263,7465,37468,109,4,33,0,8,784
6264,6264,2570,49304,65,28,48,0,1,312
6265,6265,14635,26000,139,5,56,0,2,667
6266,6266,2429,74241,61,21,57,0,1,138
6267,6267,9688,24584,66,11,74,0,2,279
6268,6268,10677,45732,134,22,56,0,9,611
6269,6269,7035,90516,101,16,88,0,8,727
6270,6270,5139,73180,64,27,43,0,3,132
6271,6271,2925,30752,73,2,37,0,1,400
6272,6272,7507,60920,64,10,61,0,2,231
6273,6273,3056,34317,78,6,32,2,1,263
6274,6274,5384,84840,78,14,68,0,5,748
6275,6275,5963,94115,74,28,41,0,8,409
6276,6276,8828,86721,111,33,10,0,3,532
6277,6277,5517,60596,71,20,78,4,3,180
6278,6278,5945,65602,73,11,14,0,3,61
6279,6279,8564,95697,107,29,29,0,9,178
6280,6280,58207,29295,219,25,50,0,2,1328
6281,6281,14862,22415,82,5,16,0,2,393
6282,6282,2630,80129,66,6,70,0,1,165
6283,6283,2361,72185,66,17,92,1,1,145
6284,6284,8717,83846,74,22,94,3,2,355
6285,6285,7446,98235,93,21,68,0,8,377
6286,6286,2493,37043,68,25,89,3,1,30
6287,6287,13270,28727,113,7,42,0,2,350
6288,6288,2243,16133,62,26,18,0,1,446
6289,6289,5897,29227,74,0,83,0,7,421
6290,6290,7180,22780,104,30,96,0,3,1210
6291,6291,5210,89781,66,7,89,0,5,37
6292,6292,7942,12181,108,10,19,0,4,591
6293,6293,3903,60068,98,17,75,0,1,470
6294,6294,2945,36167,76,9,79,3,1,364
6295,6295,5325,16714,73,17,44,0,7,496
6296,6296,9352,75436,78,10,20,0,2,9
6297,6297,51337,72794,164,3,47,1,2,50
6298,6298,6729,89690,103,13,20,0,9,741
6299,6299,4682,37929,61,21,35,0,5,120
6300,6300,7635,30262,98,0,96,1,9,499
6301,6301,4035,55407,101,30,68,1,1,275
6302,6302,3339,74779,94,20,53,0,1,863
6303,6303,14476,27572,124,11,57,0,2,595
6304,6304,21504,60228,112,23,28,1,2,286
6305,6305,5283,80928,132,26,27,0,1,538
6306,6306,2248,24910,63,7,63,1,1,347
6307,6307,4076,29549,104,17,51,0,1,710
6308,6308,6385,31809,63,31,35,0,2,302
6309,6309,3401,41972,86,20,23,0,1,691
6310,6310,32864,90783,104,0,38,2,2,285
6311,6311,12045,55805,99,16,30,0,2,425
6312,6312,5482,79325,68,4,31,0,4,251
6313,6313,9388,33599,80,23,31,0,2,111
6314,6314,5995,28804,78,6,84,0,3,76
6315,6315,4650,28215,65,15,26,0,3,468
6316,6316,14024,81872,115,10,55,0,2,256
6317,6317,21295,63997,96,15,73,0,2,677
6318,6318,5505,95766,68,17,62,0,5,162
6319,6319,2993,21061,80,28,97,0,1,286
6320,6320,2511,17658,65,10,44,0,1,312
6321,6321,3842,97832,95,5,98,0,1,107
6322,6322,8012,78817,79,22,82,0,2,335
6323,6323,8216,53522,117,3,33,0,9,983
6324,6324,2430,67280,70,29,30,0,1,341
6325,6325,3352,55359,83,28,73,0,1,303
6326,6326,10208,35482,129,21,59,0,3,619
6327,6327,8099,60932,101,7,35,0,3,484
6328,6328,2719,14030,72,11,3,0,1,345
6329,6329,5382,77552,68,33,76,1,7,45
6330,6330,2567,61900,64,11,64,0,1,307
6331,6331,8016,82828,67,14,36,1,2,217
6332,6332,2467,19352,65,16,0,0,1,724
6333,6333,5860,36889,74,24,82,1,3,192
6334,6334,6925,88893,86,5,63,0,9,72
6335,6335,14472,22012,185,5,69,0,5,75
6336,6336,4037,90760,103,5,7,2,1,133
6337,6337,7531,98233,71,10,44,0,2,511
6338,6338,4878,43358,61,2,83,0,6,400
6339,6339,11314,62935,141,29,27,0,7,232
6340,6340,2320,68956,63,18,76,0,1,453
6341,6341,4626,79487,114,20,87,0,1,547
6342,6342,7250,12353,69,17,10,0,2,496
6343,6343,8110,11489,105,4,50,0,6,504
6344,6344,7053,52982,89,8,54,0,3,31
6345,6345,2574,34990,65,23,73,0,1,42
6346,6346,4334,23904,123,1,67,3,1,590
6347,6347,3196,62815,80,14,84,0,1,47
6348,6348,15118,58883,62,1,47,0,2,432
6349,6349,5444,91393,67,19,54,0,6,460
6350,6350,8188,45318,103,17,27,0,8,494
6351,6351,2594,30064,65,20,23,0,1,296
6352,6352,4814,14875,67,0,4,1,4,482
6353,6353,5002,59864,70,35,56,0,3,504
6354,6354,9621,54872,121,9,50,0,3,580
6355,6355,2132,50966,61,0,62,0,1,691
6356,6356,3839,71333,112,3,51,2,1,537
6357,6357,3313,40348,83,6,56,0,1,26
6358,6358,18321,76726,65,27,26,0,2,10
6359,6359,6627,90751,82,2,22,1,8,315
6360,6360,4957,34975,67,3,69,0,7,321
6361,6361,4916,21907,62,6,47,0,3,2
6362,6362,2443,74549,69,2,55,0,1,124
6363,6363,3766,22439,98,30,63,0,1,470
6364,6364,2702,22415,69,0,79,0,1,352
6365,6365,10168,35504,128,4,86,0,3,404
6366,6366,5181,97131,64,5,80,0,6,307
6367,6367,5678,29849,76,8,44,0,3,364
6368,6368,10552,47761,131,2,54,0,6,232
6369,6369,5337,31398,86,19,93,3,5,619
6370,6370,9369,99185,115,8,19,0,3,449
6371,6371,4854,29834,64,19,44,0,3,307
6372,6372,3890,91182,96,8,90,0,1,249
6373,6373,12919,58236,108,22,92,0,2,67
6374,6374,9024,71499,112,25,61,0,5,537
6375,6375,5325,62470,66,34,84,0,4,243
6376,6376,14642,57561,62,18,57,1,2,298
6377,6377,2446,29152,67,24,72,0,1,255
6378,6378,3621,13457,94,31,28,0,1,285
6379,6379,3815,23540,103,30,23,2,1,494
6380,6380,15739,48096,131,10,3,0,2,450
6381,6381,2410,78970,67,5,53,0,1,482
6382,6382,29006,40252,104,12,60,0,2,499
6383,6383,2858,40706,71,30,96,0,1,166
6384,6384,7285,44788,61,6,48,0,2,386
6385,6385,4318,95571,68,7,53,3,3,230
6386,6386,9671,17103,87,24,29,0,2,417
6387,6387,2912,81097,74,7,67,0,1,355
6388,6388,6243,73945,78,21,76,0,8,330
6389,6389,5715,69451,72,15,93,1,5,230
6390,6390,10208,35482,129,21,59,0,3,619
6391,6391,20498,56070,74,5,73,0,2,87
6392,6392,4705,23029,78,21,23,3,3,555
6393,6393,6947,99271,99,12,77,0,4,475
6394,6394,27386,98571,105,0,47,0,2,451
6395,6395,8002,86807,107,3,65,0,3,513
6396,6396,9246,40032,118,1,50,2,7,717
6397,6397,5146,93752,64,34,24,0,3,154
6398,6398,4260,60001,62,1,73,0,3,446
6399,6399,30859,69872,111,35,10,2,2,218
6400,6400,5209,37940,129,11,36,0,1,512
6401,6401,7890,40714,112,15,29,3,7,747
6402,6402,3123,52508,101,1,83,4,1,960
6403,6403,4518,19186,62,10,34,0,5,297
